ID,Name,Macroarea,ISO,Family,Genus
rus,Russian,Eurasia,rus,Indo-European,Slavic
plb,Polabian,Eurasia,pox,Indo-European,Slavic
pol,Polish,Eurasia,pol,Indo-European,Slavic
mcd,Macedonian,Eurasia,mkd,Indo-European,Slavic
sou,Sorbian (Upper),Eurasia,hsb,Indo-European,Slavic
scr,Serbian-Croatian,Eurasia,hbs,Indo-European,Slavic
srl,Sorbian (Lower),Eurasia,dsb,Indo-European,Slavic
ksu,Kashubian,Eurasia,csb,Indo-European,Slavic
svc,Slovincian,Eurasia,csb,Indo-European,Slavic
cze,Czech,Eurasia,ces,Indo-European,Slavic
bul,Bulgarian,Eurasia,bul,Indo-European,Slavic
bos,Bosnian,Eurasia,bos,Indo-European,Slavic
blr,Belorussian,Eurasia,bel,Indo-European,Slavic
srb,Sorbian,Eurasia,,Indo-European,Slavic
nnd,Nend,Papunesia,anh,Trans-New Guinea,Sogeram
mqf,Momuna,Papunesia,mqf,Trans-New Guinea,Somahai
kse,Koyraboro Senni,Africa,ses,Songhay,Songhay
kch,Koyra Chiini,Africa,khq,Songhay,Songhay
zar,Zarma,Africa,dje,Songhay,Songhay
ong,Onge,Eurasia,oon,South Andamanese,South Andamanese
jrw,Jarawa (in Andamans),Eurasia,anq,South Andamanese,South Andamanese
ard,Arandai,Papunesia,jbj,South Bird's Head,South Bird's Head Proper
mot,Motuna,Papunesia,siw,South Bougainville,South Bougainville
nas,Nasioi,Papunesia,nas,South Bougainville,South Bougainville
bun,Buin,Papunesia,buo,South Bougainville,South Bougainville
wrm,Warembori,Papunesia,wsa,Austronesian,South Halmahera - West New Guinea
wrp,Waropen,Papunesia,wrp,Austronesian,South Halmahera - West New Guinea
swi,Sawai,Papunesia,szw,Austronesian,South Halmahera - West New Guinea
mya,Ma'ya,Papunesia,slz,Austronesian,South Halmahera - West New Guinea
tab,Taba,Papunesia,mky,Austronesian,South Halmahera - West New Guinea
mor,Mor,Papunesia,mhz,Austronesian,South Halmahera - West New Guinea
irr,Irarutu,Papunesia,irh,Austronesian,South Halmahera - West New Guinea
bui,Buli (in Indonesia),Papunesia,bzq,Austronesian,South Halmahera - West New Guinea
bik,Biak,Papunesia,bhw,Austronesian,South Halmahera - West New Guinea
amq,Ambai,Papunesia,amk,Austronesian,South Halmahera - West New Guinea
dim,Dime,Africa,dim,Afro-Asiatic,South Omotic
hmr,Hamer,Africa,amf,Afro-Asiatic,South Omotic
aar,Aari,Africa,aiw,Afro-Asiatic,South Omotic
sly,Selayar,Papunesia,sly,Austronesian,South Sulawesi
trd,Toraja,Papunesia,sda,Austronesian,South Sulawesi
bbm,Bambam,Papunesia,ptu,Austronesian,South Sulawesi
mms,Mamasa,Papunesia,mqj,Austronesian,South Sulawesi
mnr,Mandar,Papunesia,mdr,Austronesian,South Sulawesi
mks,Makassar,Papunesia,mak,Austronesian,South Sulawesi
kjo,Konjo,Papunesia,kjc,Austronesian,South Sulawesi
eml,Embaloh,Papunesia,emb,Austronesian,South Sulawesi
bug,Bugis,Papunesia,bug,Austronesian,South Sulawesi
atb,Aralle-Tabulahan,Papunesia,atq,Austronesian,South Sulawesi
koe,Koegu,Africa,xwg,Eastern Sudanic,South Surmic
ten,Tennet,Africa,tex,Eastern Sudanic,South Surmic
cai,Chai,Africa,suq,Eastern Sudanic,South Surmic
trm,Tirmaga,Africa,suq,Eastern Sudanic,South Surmic
mee,Me'en,Africa,mym,Eastern Sudanic,South Surmic
mur,Mursi,Africa,muz,Eastern Sudanic,South Surmic
mrl,Murle,Africa,mur,Eastern Sudanic,South Surmic
blj,Baale,Africa,koe,Eastern Sudanic,South Surmic
did,Didinga,Africa,did,Eastern Sudanic,South Surmic
mrw,Muruwari,Australia,zmu,Pama-Nyungan,Southeastern Pama-Nyungan
yyo,Yorta Yorta,Australia,xyy,Pama-Nyungan,Southeastern Pama-Nyungan
yyg,Yaygir,Australia,xya,Pama-Nyungan,Southeastern Pama-Nyungan
wem,Wembawemba,Australia,xww,Pama-Nyungan,Southeastern Pama-Nyungan
wwr,Woiwurrung,Australia,wyu,Pama-Nyungan,Southeastern Pama-Nyungan
ngi,Ngiyambaa,Australia,wyb,Pama-Nyungan,Southeastern Pama-Nyungan
wth,Wathawurrung,Australia,wth,Pama-Nyungan,Southeastern Pama-Nyungan
wkw,Wagawaga,Australia,wkw,Pama-Nyungan,Southeastern Pama-Nyungan
dhw,Dharawal,Australia,tbh,Pama-Nyungan,Southeastern Pama-Nyungan
ngr,Ngarinyeri,Australia,nay,Pama-Nyungan,Southeastern Pama-Nyungan
gml,Gamilaraay,Australia,kld,Pama-Nyungan,Southeastern Pama-Nyungan
yuw,Yuwaalaraay,Australia,kld,Pama-Nyungan,Southeastern Pama-Nyungan
gum,Gumbaynggir,Australia,kgs,Pama-Nyungan,Southeastern Pama-Nyungan
ggu,Gureng Gureng,Australia,gnr,Pama-Nyungan,Southeastern Pama-Nyungan
wrb,Warrnambool,Australia,gjm,Pama-Nyungan,Southeastern Pama-Nyungan
gid,Gidabal,Australia,gih,Pama-Nyungan,Southeastern Pama-Nyungan
mdm,Madimadi,Australia,dmd,Pama-Nyungan,Southeastern Pama-Nyungan
dhu,Dhurga,Australia,dhu,Pama-Nyungan,Southeastern Pama-Nyungan
bca,Bandjalang (Casino),Australia,bdy,Pama-Nyungan,Southeastern Pama-Nyungan
bnj,Bandjalang,Australia,bdy,Pama-Nyungan,Southeastern Pama-Nyungan
bwa,Bandjalang (Waalubal),Australia,bdy,Pama-Nyungan,Southeastern Pama-Nyungan
byu,Bandjalang (Yugumbir),Australia,bdy,Pama-Nyungan,Southeastern Pama-Nyungan
clc,Colac,Australia,,Pama-Nyungan,Southeastern Pama-Nyungan
ite,Itelmen,Eurasia,itl,Chukotko-Kamchatkan,Southern Chukotko-Kamchatkan
agw,Alagwa,Africa,wbj,Afro-Asiatic,Southern Cushitic
mbg,Mbugu,Africa,mhd,Afro-Asiatic,Southern Cushitic
irq,Iraqw,Africa,irk,Afro-Asiatic,Southern Cushitic
gor,Gorowa,Africa,gow,Afro-Asiatic,Southern Cushitic
brn,Burunge,Africa,bds,Afro-Asiatic,Southern Cushitic
che,Cherokee,North America,chr,Iroquoian,Southern Iroquoian
kis,Kisi,Africa,kss,Niger-Congo,Southern Mel
kss,Kisi (Southern),Africa,kss,Niger-Congo,Southern Mel
dat,Datooga,Africa,tcc,Eastern Sudanic,Southern Nilotic
pkt,Pokot,Africa,pko,Eastern Sudanic,Southern Nilotic
seb,Sebei,Africa,kpz,Eastern Sudanic,Southern Nilotic
kyq,Kyuquot,North America,nuk,Wakashan,Southern Wakashan
nuu,Nuuchahnulth,North America,nuk,Wakashan,Southern Wakashan
mak,Makah,North America,myh,Wakashan,Southern Wakashan
nit,Nitinaht,North America,dtd,Wakashan,Southern Wakashan
tlp,Tlapanec,North America,tcf,Oto-Manguean,Subtiaba-Tlapanec
suk,Suki,Papunesia,sui,Trans-New Guinea,Suki
sul,Sulka,Papunesia,sua,Sulka,Sulka
zay,Zayse,Africa,zay,Afro-Asiatic,Ta-Ne-Omotic
wly,Wolaytta,Africa,wal,Afro-Asiatic,Ta-Ne-Omotic
moc,Moca,Africa,moy,Afro-Asiatic,Ta-Ne-Omotic
mle,Maale,Africa,mdy,Afro-Asiatic,Ta-Ne-Omotic
kjr,Koorete,Africa,kqy,Afro-Asiatic,Ta-Ne-Omotic
kef,Kefa,Africa,kbr,Afro-Asiatic,Ta-Ne-Omotic
yms,Yemsa,Africa,jnj,Afro-Asiatic,Ta-Ne-Omotic
gam,Gamo,Africa,gmv,Afro-Asiatic,Ta-Ne-Omotic
kul,Kullo,Africa,dwr,Afro-Asiatic,Ta-Ne-Omotic
ssh,Shinassha,Africa,bwo,Afro-Asiatic,Ta-Ne-Omotic
gim,Gimira,Africa,bcq,Afro-Asiatic,Ta-Ne-Omotic
esm,Esmeraldeño,South America,,Tacame,Tacame
tac,Tacana,South America,tna,Pano-Tacanan,Tacanan
ese,Ese Ejja,South America,ese,Pano-Tacanan,Tacanan
cav,Cavineña,South America,cav,Pano-Tacanan,Tacanan
ana,Araona,South America,aro,Pano-Tacanan,Tacanan
tap,Taiap,Papunesia,gpn,Taiap,Taiap
trr,Tairora,Papunesia,tbg,Trans-New Guinea,Tairora
bnm,Binumarien,Papunesia,bjr,Trans-New Guinea,Tairora
tkl,Takelma,North America,tkm,Takelma,Takelma
jom,Jomang,Africa,tlo,Kordofanian,Talodi
msk,Masakin,Africa,jle,Kordofanian,Talodi
yes,Yessan-Mayo,Papunesia,yss,Sepik,Tama Sepik
mhk,Mehek,Papunesia,nux,Sepik,Tama Sepik
tma,Tama,Africa,tma,Eastern Sudanic,Taman
sug,Sungor,Africa,sjg,Eastern Sudanic,Taman
mii,Miisiirii,Africa,,Eastern Sudanic,Taman
ngt,Naga (Tangkhul),Eurasia,nmf,Sino-Tibetan,Tangkhul-Maring
lrd,Lardil,Australia,lbz,Tangkic,Tangkic
kay,Kayardild,Australia,gyd,Tangkic,Tangkic
yuk,Yukulta,Australia,gcd,Tangkic,Tangkic
nis,Nyishi,Eurasia,njz,Sino-Tibetan,Tani
mhl,Miri (Hill):,Eurasia,mrg,Sino-Tibetan,Tani
msg,Mising,Eurasia,mrg,Sino-Tibetan,Tani
apt,Apatani,Eurasia,apt,Sino-Tibetan,Tani
gal,Galo,Eurasia,adl,Sino-Tibetan,Tani
boj,Bori,Eurasia,adi,Sino-Tibetan,Tani
boq,Bokar,Eurasia,,Sino-Tibetan,Tani
mil,Milang,Eurasia,,Sino-Tibetan,Tani
wmn,Wéménugbé,Africa,wem,Niger-Congo,Tano
nkn,Nkonya,Africa,nko,Niger-Congo,Tano
cum,Chumburung,Africa,ncu,Niger-Congo,Tano
anu,Anufo,Africa,cko,Niger-Congo,Tano
ble,Baoulé,Africa,bci,Niger-Congo,Tano
ayi,Anyi,Africa,any,Niger-Congo,Tano
akn,Akan,Africa,aka,Niger-Congo,Tano
grj,Guarijío,North America,var,Uto-Aztecan,Tarahumaran
tce,Tarahumara (Central),North America,tar,Uto-Aztecan,Tarahumaran
twe,Tarahumara (Western),North America,tac,Uto-Aztecan,Tarahumaran
pur,Purépecha,North America,tsz,Tarascan,Tarascan
toy,Tasmanian (Oyster Bay to Pitwater),Australia,,Tasmanian,Tasmanian
tsm,Tasmanian,Australia,,Tasmanian,Tasmanian
kae,Kaki Ae,Papunesia,tbd,Tate,Tate
tll,Taulil,Papunesia,tuh,Taulil,Taulil
tsr,Taushiro,South America,trr,Taushiro,Taushiro
pdp,Folopa,Papunesia,ppo,Teberan-Pawaian,Teberan
dad,Dadibi,Papunesia,mps,Teberan-Pawaian,Teberan
tmn,Temein,Africa,teq,Eastern Sudanic,Temein
kgi,Konyagi,Africa,cou,Niger-Congo,Tenda
bsr,Basari,Africa,bsc,Niger-Congo,Tenda
tpc,Tepecano,North America,tep,Uto-Aztecan,Tepiman
tps,Tepehuan (Southeastern),North America,stp,Uto-Aztecan,Tepiman
nev,Nevome,North America,pia,Uto-Aztecan,Tepiman
pba,Pima Bajo,North America,pia,Uto-Aztecan,Tepiman
ood,O'odham,North America,ood,Uto-Aztecan,Tepiman
tpn,Tepehuan (Northern),North America,ntp,Uto-Aztecan,Tepiman
chx,Chontal (Huamelultec Oaxaca),North America,clo,Hokan,Tequistlatecan
cho,Chontal (Highland),North America,chd,Hokan,Tequistlatecan
tic,Ticuna,South America,tca,Ticuna,Ticuna
tik,Tikar,Africa,tik,Niger-Congo,Tikar
til,Tillamook,North America,til,Salishan,Tillamook
cuc,Cuica,South America,,Timote-Cuica,Timote-Cuica
tmc,Timucua,North America,tjm,Timucua,Timucua
tiv,Tiv,Africa,tiv,Niger-Congo,Tivoid
tiw,Tiwi,Australia,tiw,Tiwian,Tiwian
tli,Tlingit,North America,tli,Na-Dene,Tlingit
tol,Tol,North America,jic,Tol,Tol
ton,Tonkawa,North America,tqw,Tonkawa,Tonkawa
ory,Orya,Papunesia,ury,Tor-Kwerba,Tor-Orya
brk,Berik,Papunesia,bkl,Tor-Kwerba,Tor-Orya
tep,Tepehua (Tlachichilco),North America,tpt,Totonacan,Totonacan
tos,Totonac (Sierra),North America,tos,Totonacan,Totonacan
tpa,Totonac (Papantla),North America,top,Totonacan,Totonacan
txj,Totonac (Xicotepec de Juárez),North America,too,Totonacan,Totonacan
tot,Totonac (Misantla),North America,tlc,Totonacan,Totonacan
tee,Tepehua (Huehuetla),North America,tee,Totonacan,Totonacan
trc,Trique (Chicahuaxtla),North America,trs,Oto-Manguean,Trique
tri,Trique (Copala),North America,trc,Oto-Manguean,Trique
tru,Trumai,South America,tpy,Trumai,Trumai
chl,Chehalis (Upper),North America,cjh,Salishan,Tsamosan
tsi,Tsimshian (Coast),North America,tsi,Tsimshianic,Tsimshianic
nsg,Nisgha,North America,ncg,Tsimshianic,Tsimshianic
git,Gitksan,North America,git,Tsimshianic,Tsimshianic
tso,Tsou,Papunesia,tsu,Austronesian,Tsou
xam,/Xam,Africa,xam,Tu,Tu
xoo,!Xóõ,Africa,nmn,Tu,Tu
tub,Tubar,North America,tbu,Uto-Aztecan,Tubar
yrt,Yuruti,South America,yui,Tucanoan,Tucanoan
tuc,Tucano,South America,tuo,Tucanoan,Tucanoan
tuy,Tuyuca,South America,tue,Tucanoan,Tucanoan
ret,Retuarã,South America,tnc,Tucanoan,Tucanoan
tty,Tatuyo,South America,tav,Tucanoan,Tucanoan
sri,Siriano,South America,sri,Tucanoan,Tucanoan
sin,Siona,South America,snn,Tucanoan,Tucanoan
sec,Secoya,South America,sey,Tucanoan,Tucanoan
prt,Piratapuyo,South America,pir,Tucanoan,Tucanoan
ore,Orejón,South America,ore,Tucanoan,Tucanoan
mcn,Macuna,South America,myy,Tucanoan,Tucanoan
gno,Guanano,South America,gvc,Tucanoan,Tucanoan
des,Desano,South America,des,Tucanoan,Tucanoan
cub,Cubeo,South America,cub,Tucanoan,Tucanoan
kje,Koreguaje,South America,coe,Tucanoan,Tucanoan
crp,Carapana,South America,cbc,Tucanoan,Tucanoan
brs,Barasano,South America,bsn,Tucanoan,Tucanoan
bno,Waimaha,South America,bao,Tucanoan,Tucanoan
tnb,Tunebo,South America,tuf,Chibchan,Tunebo
ulc,Ulcha,Eurasia,ulc,Altaic,Tungusic
udh,Udihe,Eurasia,ude,Altaic,Tungusic
orc,Oroch,Eurasia,oac,Altaic,Tungusic
ork,Orok,Eurasia,oaa,Altaic,Tungusic
neg,Negidal,Eurasia,neg,Altaic,Tungusic
mnc,Manchu,Eurasia,mnc,Altaic,Tungusic
jur,Jurchen,Eurasia,juc,Altaic,Tungusic
nai,Nanai,Eurasia,gld,Altaic,Tungusic
eve,Evenki,Eurasia,evn,Altaic,Tungusic
sol,Solon,Eurasia,evn,Altaic,Tungusic
evn,Even,Eurasia,eve,Altaic,Tungusic
tun,Tunica,North America,tun,Tunica,Tunica
mek,Mekens,South America,skf,Tupian,Tupari
rum,Rumu,Papunesia,klq,Trans-New Guinea,Turama-Kikorian
syg,Saryg Yughur,Eurasia,ybe,Altaic,Turkic
uzn,Uzbek (Northern),Eurasia,uzn,Altaic,Turkic
urm,Urum,Eurasia,uum,Altaic,Turkic
uyg,Uyghur,Eurasia,uig,Altaic,Turkic
tuv,Tuvan,Eurasia,tyv,Altaic,Turkic
tur,Turkish,Eurasia,tur,Altaic,Turkic
tkm,Turkmen,Eurasia,tuk,Altaic,Turkic
tmi,Tatar (Mishar),Eurasia,tat,Altaic,Turkic
ttb,Tatar (Baraba),Eurasia,tat,Altaic,Turkic
tvo,Tatar,Eurasia,tat,Altaic,Turkic
slr,Salar,Eurasia,slr,Altaic,Turkic
ykt,Yakut,Eurasia,sah,Altaic,Turkic
nog,Noghay,Eurasia,nog,Altaic,Turkic
nok,Noghay (Karagash),Eurasia,nog,Altaic,Turkic
tlb,Tatar-Noghay (Alabugat),Eurasia,nog,Altaic,Turkic
yta,Yurt Tatar,Eurasia,nog,Altaic,Turkic
kuq,Kumyk,Eurasia,kum,Altaic,Turkic
krc,Karachay-Balkar,Eurasia,krc,Altaic,Turkic
tex,Turkic (East-Central Xorasan),Eurasia,kmz,Altaic,Turkic
twx,Turkic (West Xorasan),Eurasia,kmz,Altaic,Turkic
khl,Khalaj,Eurasia,klj,Altaic,Turkic
khk,Khakas,Eurasia,kjh,Altaic,Turkic
kfy,Kirghiz (Fu-Yu),Eurasia,kir,Altaic,Turkic
kgz,Kirghiz,Eurasia,kir,Altaic,Turkic
tof,Tofa,Eurasia,kim,Altaic,Turkic
krm,Karaim,Eurasia,kdr,Altaic,Turkic
kaz,Kazakh,Eurasia,kaz,Altaic,Turkic
kkp,Karakalpak,Eurasia,kaa,Altaic,Turkic
kym,Krymchak,Eurasia,jct,Altaic,Turkic
gag,Gagauz,Eurasia,gag,Altaic,Turkic
dol,Dolgan,Eurasia,dlg,Altaic,Turkic
cri,Crimean Tatar,Eurasia,crh,Altaic,Turkic
cly,Chulym,Eurasia,clw,Altaic,Turkic
shr,Shor,Eurasia,cjs,Altaic,Turkic
chv,Chuvash,Eurasia,chv,Altaic,Turkic
bsk,Bashkir,Eurasia,bak,Altaic,Turkic
azi,Azari (Iranian),Eurasia,azb,Altaic,Turkic
aso,Altai (Southern),Eurasia,alt,Altaic,Turkic
ayn,Aynu,Eurasia,aib,Altaic,Turkic
aze,Azerbaijani,Eurasia,,Altaic,Turkic
uzb,Uzbek,Eurasia,,Altaic,Turkic
tou,Southern Toussian,Africa,wib,Niger-Congo,Tusia
zan,Zande,Africa,zne,Niger-Congo,Ubangi
ykm,Yakoma,Africa,yky,Niger-Congo,Ubangi
san,Sango,Africa,sag,Niger-Congo,Ubangi
nza,Nzakara,Africa,nzk,Niger-Congo,Ubangi
ndi,Ngbandi,Africa,ngb,Niger-Congo,Ubangi
ndg,Ndogo,Africa,ndz,Niger-Congo,Ubangi
mga,Mondunga,Africa,ndt,Niger-Congo,Ubangi
nbm,Ngbaka (Ma'bo),Africa,nbm,Niger-Congo,Ubangi
mdu,Mündü,Africa,muh,Niger-Congo,Ubangi
ma,Ma,Africa,msj,Niger-Congo,Ubangi
mnz,Munzombo,Africa,moj,Niger-Congo,Ubangi
mba,Mba,Africa,mfc,Niger-Congo,Ubangi
myg,Mayogo,Africa,mdm,Niger-Congo,Ubangi
lnd,Linda,Africa,liy,Niger-Congo,Ubangi
dgo,Dongo,Africa,doo,Niger-Congo,Ubangi
bbu,Barambu,Africa,brm,Niger-Congo,Ubangi
bak,Baka (in Cameroon),Africa,bkc,Niger-Congo,Ubangi
mns,Mansi,Eurasia,mns,Uralic,Ugric
kty,Khanty,Eurasia,kca,Uralic,Ugric
hun,Hungarian,Eurasia,hun,Uralic,Ugric
koh,Kohumono,Africa,bcs,Niger-Congo,Upper Cross
agb,Leggbó,Africa,agb,Niger-Congo,Upper Cross
urn,Urarina,South America,ura,Urarina,Urarina
urt,Urat,Papunesia,urt,Torricelli,Urat
uri,Urim,Papunesia,uri,Torricelli,Urim
uru,Uru,South America,ure,Uru-Chipaya,Uru-Chipaya
cpy,Chipaya,South America,cap,Uru-Chipaya,Uru-Chipaya
vie,Vietnamese,Eurasia,vie,Austro-Asiatic,Vietic
muo,Muong,Eurasia,mtq,Austro-Asiatic,Vietic
mku,Maranungku,Australia,zmr,Western Daly,Wagaydy
emm,Emmi,Australia,amy,Western Daly,Wagaydy
wag,Wagiman,Australia,waq,Wagiman,Wagiman
wam,Wambaya,Australia,wmb,Mirndi,Wambayan
bac,Bachamal,Australia,wdj,Wandjiginy,Wandjiginy
pun,Pungupungu,Australia,wdj,Wandjiginy,Wandjiginy
wao,Waorani,South America,auc,Waorani,Waorani
wap,Wappo,North America,wao,Wappo-Yukian,Wappo
wra,Warao,South America,wba,Warao,Warao
brp,Barupu,Papunesia,bpe,Skou,Warapu
was,Washo,North America,was,Washo,Washo
tht,Tehit,Papunesia,kps,West Bird's Head,West Bird's Head
iha,Iha,Papunesia,ihp,Greater West Bomberai,West Bomberai
bdw,Baham,Papunesia,bdw,Greater West Bomberai,West Bomberai
tan,Tangale,Africa,tan,Afro-Asiatic,West Chadic
mup,Mupun,Africa,sur,Afro-Asiatic,West Chadic
paa,Pa'a,Africa,pqa,Afro-Asiatic,West Chadic
per,Pero,Africa,pip,Afro-Asiatic,West Chadic
ngz,Ngizim,Africa,ngi,Afro-Asiatic,West Chadic
miy,Miya,Africa,mkf,Afro-Asiatic,West Chadic
kwm,Kwami,Africa,ksq,Afro-Asiatic,West Chadic
knk,Kanakuru,Africa,kna,Afro-Asiatic,West Chadic
hau,Hausa,Africa,hau,Afro-Asiatic,West Chadic
ron,Ron,Africa,cla,Afro-Asiatic,West Chadic
blq,Bole,Africa,bol,Afro-Asiatic,West Chadic
bad,Bade,Africa,bde,Afro-Asiatic,West Chadic
goe,Goemai,Africa,ank,Afro-Asiatic,West Chadic
anc,Angas,Africa,anc,Afro-Asiatic,West Chadic
wal,Walman,Papunesia,van,Torricelli,West Palei
kkr,Kirikiri,Papunesia,kiy,Lakes Plain,West Tariku
one,One,Papunesia,aun,Torricelli,West Wapei
wry,Waray (in Australia),Australia,wrz,Gunwinyguan,Western Gunwinyguan
trb,Teribe,North America,tfr,Chibchan,Western Isthmic Chibchan
cab,Cabécar,North America,cjp,Chibchan,Western Isthmic Chibchan
bri,Bribri,North America,bzd,Chibchan,Western Isthmic Chibchan
brc,Boruca,North America,brn,Chibchan,Western Isthmic Chibchan
kpe,Kpelle,Africa,xpe,Mande,Western Mande
vai,Vai,Africa,vai,Mande,Western Mande
sus,Susu,Africa,sus,Mande,Western Mande
snn,Soninke,Africa,snk,Mande,Western Mande
mka,Mauka,Africa,mxx,Mande,Western Mande
mdk,Mandinka,Africa,mnk,Mande,Western Mande
mkg,Mandinka (Gambian),Africa,mnk,Mande,Western Mande
maw,Maninka (Western),Africa,mlq,Mande,Western Mande
mde,Mende,Africa,men,Mande,Western Mande
lma,Loma,Africa,lom,Mande,Western Mande
lok,Loko,Africa,lok,Mande,Western Mande
kko,Koranko,Africa,knk,Mande,Western Mande
xas,Xasonga,Africa,kao,Mande,Western Mande
jel,Jeli,Africa,jek,Mande,Western Mande
mnk,Maninka,Africa,emk,Mande,Western Mande
dyu,Dyula,Africa,dyu,Mande,Western Mande
bnd,Bandi,Africa,bza,Mande,Western Mande
boz,Bozo (Tigemaxo),Africa,boz,Mande,Western Mande
bbf,Bobo Madaré (Northern),Africa,bbo,Mande,Western Mande
bam,Bambara,Africa,bam,Mande,Western Mande
shl,Shilluk,Africa,shk,Eastern Sudanic,Western Nilotic
nue,Nuer,Africa,nus,Eastern Sudanic,Western Nilotic
jlu,Luwo,Africa,lwo,Eastern Sudanic,Western Nilotic
luo,Luo,Africa,luo,Eastern Sudanic,Western Nilotic
par,Päri,Africa,lkr,Eastern Sudanic,Western Nilotic
lan,Lango,Africa,laj,Eastern Sudanic,Western Nilotic
din,Dinka,Africa,din,Eastern Sudanic,Western Nilotic
kuk,Kukú,Africa,bfa,Eastern Sudanic,Western Nilotic
any,Anywa,Africa,anu,Eastern Sudanic,Western Nilotic
acl,Acholi,Africa,ach,Eastern Sudanic,Western Nilotic
yin,Yindjibarndi,Australia,yij,Pama-Nyungan,Western Pama-Nyungan
yng,Yingkarta,Australia,yia,Pama-Nyungan,Western Pama-Nyungan
wru,Warumungu,Australia,wrm,Pama-Nyungan,Western Pama-Nyungan
wlw,Warluwara,Australia,wrb,Pama-Nyungan,Western Pama-Nyungan
wlm,Walmatjari,Australia,wmt,Pama-Nyungan,Western Pama-Nyungan
wat,Watjarri,Australia,wbv,Pama-Nyungan,Western Pama-Nyungan
wbt,Wanman,Australia,wbt,Pama-Nyungan,Western Pama-Nyungan
wrl,Warlpiri,Australia,wbp,Pama-Nyungan,Western Pama-Nyungan
mrt,Martuthunira,Australia,vma,Pama-Nyungan,Western Pama-Nyungan
vka,Kariera,Australia,vka,Pama-Nyungan,Western Pama-Nyungan
rit,Ritharngu,Australia,rit,Pama-Nyungan,Western Pama-Nyungan
pny,Panyjima,Australia,pnw,Pama-Nyungan,Western Pama-Nyungan
pit,Pitjantjatjara,Australia,pjt,Pama-Nyungan,Western Pama-Nyungan
wdo,Western Desert (Ooldea),Australia,pjt,Pama-Nyungan,Western Pama-Nyungan
pin,Pintupi,Australia,piu,Pama-Nyungan,Western Pama-Nyungan
nju,Nyungar,Australia,nys,Pama-Nyungan,Western Pama-Nyungan
ntj,Ngaanyatjarra,Australia,ntj,Pama-Nyungan,Western Pama-Nyungan
nlu,Ngarluma,Australia,nrl,Pama-Nyungan,Western Pama-Nyungan
nlr,Ngarla,Australia,nrk,Pama-Nyungan,Western Pama-Nyungan
nyr,Nyangumarda,Australia,nna,Pama-Nyungan,Western Pama-Nyungan
nly,Nyamal,Australia,nly,Pama-Nyungan,Western Pama-Nyungan
mrj,Mirniny,Australia,nju,Pama-Nyungan,Western Pama-Nyungan
ngj,Ngadjumaja,Australia,nju,Pama-Nyungan,Western Pama-Nyungan
nha,Nhanda,Australia,nha,Pama-Nyungan,Western Pama-Nyungan
bnr,Bilinarra,Australia,nbj,Pama-Nyungan,Western Pama-Nyungan
ngy,Ngarinyman,Australia,nbj,Pama-Nyungan,Western Pama-Nyungan
bly,Palyku,Australia,nad,Pama-Nyungan,Western Pama-Nyungan
mnj,Mantjiltjara,Australia,mpj,Pama-Nyungan,Western Pama-Nyungan
mwa,Martu Wangka,Australia,mpj,Pama-Nyungan,Western Pama-Nyungan
ylb,Yulparija,Australia,mpj,Pama-Nyungan,Western Pama-Nyungan
gug,Gugada,Australia,ktd,Pama-Nyungan,Western Pama-Nyungan
ynk,Yankuntjatjara,Australia,kdd,Pama-Nyungan,Western Pama-Nyungan
yny,Yanyuwa,Australia,jao,Pama-Nyungan,Western Pama-Nyungan
guf,Gupapuyngu,Australia,guf,Pama-Nyungan,Western Pama-Nyungan
gji,Gurindji,Australia,gue,Pama-Nyungan,Western Pama-Nyungan
gmt,Gumatj,Australia,gnn,Pama-Nyungan,Western Pama-Nyungan
krj,Karadjeri,Australia,gbd,Pama-Nyungan,Western Pama-Nyungan
djp,Djapu,Australia,dwu,Pama-Nyungan,Western Pama-Nyungan
dda,Dhuwal (Dätiwuy),Australia,duj,Pama-Nyungan,Western Pama-Nyungan
mdb,Mudburra,Australia,dmw,Pama-Nyungan,Western Pama-Nyungan
djm,Djambarrpuyngu,Australia,djr,Pama-Nyungan,Western Pama-Nyungan
djn,Djinang,Australia,dji,Pama-Nyungan,Western Pama-Nyungan
dhr,Dhargari,Australia,dhr,Pama-Nyungan,Western Pama-Nyungan
dhl,Dhalandji,Australia,dhl,Pama-Nyungan,Western Pama-Nyungan
glp,Gaalpu,Australia,dhg,Pama-Nyungan,Western Pama-Nyungan
djr,Djaru,Australia,ddj,Pama-Nyungan,Western Pama-Nyungan
bxj,Bayungu,Australia,bxj,Pama-Nyungan,Western Pama-Nyungan
bdm,Badimaya,Australia,bia,Pama-Nyungan,Western Pama-Nyungan
bnu,Bularnu,Australia,,Pama-Nyungan,Western Pama-Nyungan
thw,Thao,Papunesia,ssf,Austronesian,Western Plains Austronesian
knr,Kanuri,Africa,knc,Saharan,Western Saharan
kbu,Kanembu,Africa,kbl,Saharan,Western Saharan
tbu,Tubu,Africa,,Saharan,Western Saharan
dum,Dumo,Papunesia,vam,Skou,Western Skou
sko,Skou,Papunesia,skv,Skou,Western Skou
yem,Yemba,Africa,ybb,Niger-Congo,Wide Grassfields
yba,Yamba,Africa,yam,Niger-Congo,Wide Grassfields
oku,Oku,Africa,oku,Niger-Congo,Wide Grassfields
mkq,Mankon,Africa,nge,Niger-Congo,Wide Grassfields
mud,Mundani,Africa,mnf,Niger-Congo,Wide Grassfields
