ID,Name,Macroarea,ISO,Family,Genus
aba,Abau,Papunesia,aau,Sepik,Abau
abi,Abipón,South America,axb,Guaicuruan,Abipon
abu,Abun,Papunesia,kgr,Abun,Abun
acm,Achumawi,North America,acv,Hokan,Achumawi
adi,Adioukrou,Africa,adj,Niger-Congo,Agneby
abd,Abidji,Africa,abi,Niger-Congo,Agneby
aik,Aikaná,South America,tba,Aikaná,Aikaná
kqq,Krenak,South America,kqq,Macro-Ge,Aimore
ain,Ainu,Eurasia,ain,Ainu,Ainu
qaw,Qawasqar,South America,alc,Alacalufan,Alacalufan
alb,Albanian,Eurasia,sqi,Indo-European,Albanian
aea,Aleut (Eastern),North America,ale,Eskimo-Aleut,Aleut
ale,Aleut,North America,ale,Eskimo-Aleut,Aleut
mhc,Mahican,North America,xpq,Algic,Algonquian
mtt,Massachusett,North America,wam,Algic,Algonquian
unm,Unami,North America,unm,Algic,Algonquian
mse,Munsee,North America,umu,Algic,Algonquian
shw,Shawnee,North America,sjw,Algic,Algonquian
fox,Fox,North America,sac,Algic,Algonquian
psm,Passamaquoddy-Maliseet,North America,pqm,Algic,Algonquian
pot,Potawatomi,North America,pot,Algic,Algonquian
pow,Powhatan,North America,pim,Algic,Algonquian
ojs,Ojibwa (Severn),North America,ojs,Algic,Algonquian
nsk,Naskapi,North America,nsk,Algic,Algonquian
nnt,Nanticoke,North America,nnt,Algic,Algonquian
mtg,Montagnais,North America,moe,Algic,Algonquian
mic,Micmac,North America,mic,Algic,Algonquian
ill,Illinois,North America,mia,Algic,Algonquian
men,Menomini,North America,mez,Algic,Algonquian
kic,Kickapoo,North America,kic,Algic,Algonquian
cea,Cree (Swampy),North America,csw,Algic,Algonquian
cre,Cree (Plains),North America,crk,Algic,Algonquian
mcf,Michif,North America,crg,Algic,Algonquian
cpw,Chippewa (Red Lake and Pillager),North America,ciw,Algic,Algonquian
ojm,Ojibwe (Minnesota),North America,ciw,Algic,Algonquian
cyn,Cheyenne,North America,chy,Algic,Algonquian
bla,Blackfoot,North America,bla,Algic,Algonquian
ati,Atikamekw,North America,atj,Algic,Algonquian
aho,Arapaho,North America,arp,Algic,Algonquian
alg,Algonquin,North America,alq,Algic,Algonquian
abw,Abenaki (Western),North America,abe,Algic,Algonquian
oji,Ojibwa (Eastern),North America,,Algic,Algonquian
woi,Woisika,Papunesia,woi,Greater West Bomberai,Alor-Pantar
tgp,Tanglapui,Papunesia,tpg,Greater West Bomberai,Alor-Pantar
kln,Kolana,Papunesia,kvw,Greater West Bomberai,Alor-Pantar
kiu,Kui (in Indonesia),Papunesia,kvd,Greater West Bomberai,Alor-Pantar
adg,Adang,Papunesia,adn,Greater West Bomberai,Alor-Pantar
abv,Abui,Papunesia,abz,Greater West Bomberai,Alor-Pantar
als,Alsea,North America,aes,Oregon Coast,Alsea
wrk,Warekena,South America,gae,Arawakan,Alto-Orinoco
bnv,Baniva,South America,bvv,Arawakan,Alto-Orinoco
mpr,Maipure,South America,,Arawakan,Alto-Orinoco
amz,Amuzgo,North America,amu,Oto-Manguean,Amuzgoan
adk,Andoke,South America,ano,Andoke,Andoke
ane,Anêm,Papunesia,anz,Anêm,Anêm
ant,Angaataha,Papunesia,agm,Trans-New Guinea,Angaataha
sem,Sema,Eurasia,nsm,Sino-Tibetan,Angami-Pochuri
agm,Angami,Eurasia,njm,Sino-Tibetan,Angami-Pochuri
nma,Naga (Mao),Eurasia,nbi,Sino-Tibetan,Angami-Pochuri
ann,Anindilyakwa,Australia,aoi,Gunwinyguan,Anindilyakwa
grf,Garífuna,North America,cab,Arawakan,Antillean Arawakan
ara,Lokono,South America,arw,Arawakan,Antillean Arawakan
kbo,Kambot,Papunesia,kbx,Keram,Ap Ma
pau,Paumarí,South America,pad,Arauan,Arauan
bna,Banawá,South America,jaa,Arauan,Arauan
jmm,Jamamadi,South America,jaa,Arauan,Arauan
jwr,Jarawara,South America,jaa,Arauan,Arauan
den,Dení,South America,dny,Arauan,Arauan
cul,Culina,South America,cul,Arauan,Arauan
map,Mapudungun,South America,arn,Araucanian,Araucanian
dam,Damana,South America,mbp,Chibchan,Arhuacic
cog,Cogui,South America,kog,Chibchan,Arhuacic
ika,Ika,South America,arh,Chibchan,Arhuacic
kna,Karitiâna,South America,ktn,Tupian,Arikem
arw,Armenian (Western),Eurasia,hyw,Indo-European,Armenian
arm,Armenian (Eastern),Eurasia,hye,Indo-European,Armenian
arz,Armenian (Iranian),Eurasia,hye,Indo-European,Armenian
tmr,Temiar,Eurasia,tea,Austro-Asiatic,Aslian
sml,Semelai,Eurasia,sza,Austro-Asiatic,Aslian
smj,Semai,Eurasia,sea,Austro-Asiatic,Aslian
mhm,Mah Meri,Eurasia,mhe,Austro-Asiatic,Aslian
jah,Jahai,Eurasia,jhi,Austro-Asiatic,Aslian
kmr,Kamoro,Papunesia,kgq,Asmat-Kamrau Bay,Asmat-Kamrau Bay
asm,Asmat,Papunesia,cns,Asmat-Kamrau Bay,Asmat-Kamrau Bay
atk,Atakapa,North America,aqp,Atakapa,Atakapa
see,Seediq,Papunesia,trv,Austronesian,Atayalic
ata,Atayal,Papunesia,tay,Austronesian,Atayalic
slv,Slavey,North America,xsl,Na-Dene,Athapaskan
cco,Chasta Costa,North America,tuu,Na-Dene,Athapaskan
tut,Tutchone (Northern),North America,ttm,Na-Dene,Athapaskan
tnj,Tanaina,North America,tfn,Na-Dene,Athapaskan
tnc,Tanacross,North America,tcb,Na-Dene,Athapaskan
tnl,Tanana (Lower),North America,taa,Na-Dene,Athapaskan
src,Sarcee,North America,srs,Na-Dene,Athapaskan
nav,Navajo,North America,nav,Na-Dene,Athapaskan
mtl,Mattole,North America,mvb,Na-Dene,Athapaskan
uku,Upper Kuskokwim,North America,kuu,Na-Dene,Athapaskan
kto,Kato,North America,ktw,Na-Dene,Athapaskan
kyn,Koyukon,North America,koy,Na-Dene,Athapaskan
dgx,Degexit'an,North America,ing,Na-Dene,Athapaskan
hup,Hupa,North America,hup,Na-Dene,Athapaskan
kth,Kutchin,North America,gwi,Na-Dene,Athapaskan
sla,Slave,North America,den,Na-Dene,Athapaskan
crq,Carrier,North America,crx,Na-Dene,Athapaskan
chp,Chipewyan,North America,chp,Na-Dene,Athapaskan
apw,Apache (Western),North America,apw,Na-Dene,Athapaskan
apc,Apache (Chiricahua),North America,apm,Na-Dene,Athapaskan
apj,Apache (Jicarilla),North America,apj,Na-Dene,Athapaskan
aht,Ahtna,North America,aht,Na-Dene,Athapaskan
ats,Atsugewi,North America,atw,Hokan,Atsugewi
tnd,Tindi,Eurasia,tin,Nakh-Daghestanian,Avar-Andic-Tsezic
bgv,Bagvalal,Eurasia,kva,Nakh-Daghestanian,Avar-Andic-Tsezic
krt,Karata,Eurasia,kpt,Nakh-Daghestanian,Avar-Andic-Tsezic
khv,Khwarshi,Eurasia,khv,Nakh-Daghestanian,Avar-Andic-Tsezic
bez,Bezhta,Eurasia,kap,Nakh-Daghestanian,Avar-Andic-Tsezic
hzb,Hunzib,Eurasia,huz,Nakh-Daghestanian,Avar-Andic-Tsezic
hnk,Hinuq,Eurasia,gin,Nakh-Daghestanian,Avar-Andic-Tsezic
god,Godoberi,Eurasia,gdo,Nakh-Daghestanian,Avar-Andic-Tsezic
tsz,Tsez,Eurasia,ddo,Nakh-Daghestanian,Avar-Andic-Tsezic
chm,Chamalal,Eurasia,cji,Nakh-Daghestanian,Avar-Andic-Tsezic
ava,Avar,Eurasia,ava,Nakh-Daghestanian,Avar-Andic-Tsezic
anx,Andi,Eurasia,ani,Nakh-Daghestanian,Avar-Andic-Tsezic
axv,Akhvakh,Eurasia,akv,Nakh-Daghestanian,Avar-Andic-Tsezic
avk,Avikam,Africa,avi,Niger-Congo,Avikam-Alladian
ald,Alladian,Africa,ald,Niger-Congo,Avikam-Alladian
pis,Pisa,Papunesia,psa,Trans-New Guinea,Awju
ahu,Aghu,Papunesia,ahh,Trans-New Guinea,Awju
jaq,Jaqaru,South America,jqr,Aymaran,Aymaran
aym,Aymara (Central),South America,ayr,Aymaran,Aymaran
nhp,Nahuatl (Pochutla),North America,xpo,Uto-Aztecan,Aztecan
pip,Pipil,North America,ppl,Uto-Aztecan,Aztecan
nmi,Nahuatl (Mecayapan Isthmus),North America,nhx,Uto-Aztecan,Aztecan
npa,Nahuatl (Pajapan),North America,nhp,Uto-Aztecan,Aztecan
nhc,Nahuatl (Central),North America,nhn,Uto-Aztecan,Aztecan
nmp,Nahuatl (Milpa Alta),North America,nhm,Uto-Aztecan,Aztecan
nht,Nahuatl (Tetelcingo),North America,nhg,Uto-Aztecan,Aztecan
nhx,Nahuatl (Xalitla),North America,ngu,Uto-Aztecan,Aztecan
nhm,Nahuatl (Michoacán),North America,ncl,Uto-Aztecan,Aztecan
nhn,Nahuatl (North Puebla),North America,ncj,Uto-Aztecan,Aztecan
nhu,Nahuatl (Huauchinango),North America,ncj,Uto-Aztecan,Aztecan
nsz,Nahuatl (Sierra de Zacapoaxtla),North America,azz,Uto-Aztecan,Aztecan
nhh,Nahuatl (Huasteca),North America,,Uto-Aztecan,Aztecan
brb,Bariba,Africa,bba,Niger-Congo,Baatonum
sap,Sapuan,Eurasia,spu,Austro-Asiatic,Bahnaric
sed,Sedang,Eurasia,sed,Austro-Asiatic,Bahnaric
rng,Rengao,Eurasia,ren,Austro-Asiatic,Bahnaric
oi,Oi,Eurasia,oyb,Austro-Asiatic,Bahnaric
lov,Loven,Eurasia,lbo,Austro-Asiatic,Bahnaric
sre,Sre,Eurasia,kpm,Austro-Asiatic,Bahnaric
jeh,Jeh,Eurasia,jeh,Austro-Asiatic,Bahnaric
hre,Hre,Eurasia,hre,Austro-Asiatic,Bahnaric
hln,Halang,Eurasia,hal,Austro-Asiatic,Bahnaric
cua,Cua,Eurasia,cua,Austro-Asiatic,Bahnaric
chr,Chrau,Eurasia,crw,Austro-Asiatic,Bahnaric
bra,Brao,Eurasia,brb,Austro-Asiatic,Bahnaric
bpb,Bahnar,Eurasia,bdq,Austro-Asiatic,Bahnaric
sti,Stieng,Eurasia,,Austro-Asiatic,Bahnaric
fqs,Momu,Papunesia,fqs,Baibai-Fas,Baibai-Fas
mli,Mali,Papunesia,gcc,Baining,Baining
bng,Qaqet,Papunesia,byx,Baining,Baining
blz,Balanta,Africa,,Niger-Congo,Balanta
lit,Lithuanian,Eurasia,lit,Indo-European,Baltic
lat,Latvian,Eurasia,lav,Indo-European,Baltic
bgm,Bangime,Africa,dba,Bangime,Bangime
zno,Zulu (Northern),Africa,zul,Niger-Congo,Bantu
zso,Zulu (Southern),Africa,zul,Niger-Congo,Bantu
zul,Zulu,Africa,zul,Niger-Congo,Bantu
mit,Mituku,Africa,zmq,Niger-Congo,Bantu
kga,Kinga,Africa,zga,Niger-Congo,Bantu
kwy,Iwoyo,Africa,yom,Niger-Congo,Bantu
yns,Yansi,Africa,yns,Niger-Congo,Bantu
yey,Yeyi,Africa,yey,Niger-Congo,Bantu
gun,Gunu,Africa,yas,Niger-Congo,Bantu
yao,Yao (in Malawi),Africa,yao,Niger-Congo,Bantu
yak,Yaka,Africa,yaf,Niger-Congo,Bantu
xho,Xhosa,Africa,xho,Niger-Congo,Bantu
vif,Vili,Africa,vif,Niger-Congo,Bantu
ven,Venda,Africa,ven,Niger-Congo,Bantu
umb,UMbundu,Africa,umb,Niger-Congo,Bantu
tnn,Tunen,Africa,tvu,Niger-Congo,Bantu
tgo,Tsogo,Africa,tsv,Niger-Congo,Bantu
tsn,Tsonga,Africa,tso,Niger-Congo,Bantu
tsw,Tswana,Africa,tsn,Niger-Congo,Bantu
toz,Tonga (in Zambia),Africa,toi,Niger-Congo,Bantu
tet,Tetela,Africa,tll,Niger-Congo,Bantu
tal,Talinga,Africa,tlj,Niger-Congo,Bantu
tbw,Tabwa,Africa,tap,Niger-Congo,Bantu
sgl,Sengele,Africa,szg,Niger-Congo,Bantu
swa,Swahili,Africa,swh,Niger-Congo,Bantu
com,Comorian,Africa,swb,Niger-Congo,Bantu
skm,Sukuma,Africa,suk,Niger-Congo,Bantu
sku,Suku,Africa,sub,Niger-Congo,Bantu
swt,Swati,Africa,ssw,Niger-Congo,Bantu
ses,Sesotho,Africa,sot,Niger-Congo,Bantu
sge,Songe,Africa,sop,Niger-Congo,Bantu
sgu,Sangu,Africa,snq,Niger-Congo,Bantu
krg,Karanga,Africa,sna,Niger-Congo,Bantu
shn,Shona,Africa,sna,Niger-Congo,Bantu
sen,Sena,Africa,seh,Niger-Congo,Bantu
sub,Subiya,Africa,sbs,Niger-Congo,Bantu
rnd,Rundi,Africa,run,Niger-Congo,Bantu
rga,Ronga,Africa,rng,Niger-Congo,Bantu
rim,Rimi,Africa,rim,Niger-Congo,Bantu
pog,Pogoro,Africa,poy,Niger-Congo,Bantu
png,Pangwa,Africa,pbr,Niger-Congo,Bantu
cga,Chaga,Africa,old,Niger-Congo,Bantu
rru,Runyoro-Rutooro,Africa,nyo,Niger-Congo,Bantu
rny,Runyankore,Africa,nyn,Niger-Congo,Bantu
nym,Nyamwezi,Africa,nym,Niger-Congo,Bantu
nng,Nyanga,Africa,nyj,Niger-Congo,Bantu
cic,Chichewa,Africa,nya,Niger-Congo,Bantu
nto,Ntomba,Africa,nto,Niger-Congo,Bantu
stn,Sotho (Northern),Africa,nso,Niger-Congo,Bantu
nse,Nsenga,Africa,nse,Niger-Congo,Bantu
nbo,Nyambo,Africa,now,Niger-Congo,Bantu
nde,Nande,Africa,nnb,Niger-Congo,Bantu
buj,Bujeba,Africa,nmg,Niger-Congo,Bantu
ndu,Ndumu,Africa,nmd,Niger-Congo,Bantu
nyh,Nyiha,Africa,nih,Niger-Congo,Bantu
ngo,Ngoni,Africa,ngo,Niger-Congo,Bantu
nge,Ngemba,Africa,nge,Niger-Congo,Bantu
dok,Bwele,Africa,ngc,Niger-Congo,Bantu
nbe,Ngombe,Africa,ngc,Niger-Congo,Bantu
ndo,Ndonga,Africa,ndo,Niger-Congo,Bantu
ndb,Ndebele,Africa,nde,Niger-Congo,Bantu
mpo,Mpongwe,Africa,mye,Niger-Congo,Bantu
mwe,Mwera,Africa,mwe,Niger-Congo,Bantu
mbz,Mbe',Africa,mtk,Niger-Congo,Bantu
mtb,Matuumbi,Africa,mgw,Niger-Congo,Bantu
mmw,Mambwe,Africa,mgr,Niger-Congo,Bantu
mua,Makua,Africa,mgh,Niger-Congo,Bantu
mdw,Mbosi,Africa,mdw,Niger-Congo,Bantu
mbe,Mbere,Africa,mdt,Niger-Congo,Bantu
mbl,Mbole,Africa,mdq,Niger-Congo,Bantu
mkz,Makaa,Africa,mcp,Niger-Congo,Bantu
luy,Luyia,Africa,luy,Niger-Congo,Bantu
lbu,Lunda,Africa,lun,Niger-Congo,Bantu
lda,Luganda,Africa,lug,Niger-Congo,Bantu
luv,Luvale,Africa,lue,Niger-Congo,Bantu
kil,Kiluba,Africa,lub,Niger-Congo,Bantu
blu,Bena-Lulua,Africa,lua,Niger-Congo,Bantu
cil,CiLuba,Africa,lua,Niger-Congo,Bantu
loz,Lozi,Africa,loz,Niger-Congo,Bantu
mgo,Mongo,Africa,lol,Niger-Congo,Bantu
mhu,Mbalanhu,Africa,lnb,Niger-Congo,Bantu
lin,Lingala,Africa,lin,Niger-Congo,Bantu
leg,Lega,Africa,lea,Niger-Congo,Bantu
luc,Lucazi,Africa,lch,Niger-Congo,Bantu
lmb,Lamba,Africa,lam,Niger-Congo,Bantu
lgi,Langi,Africa,lag,Niger-Congo,Bantu
kwn,Kwangali,Africa,kwn,Niger-Congo,Bantu
bfi,Bafia,Africa,ksf,Niger-Congo,Bantu
shm,Shambala,Africa,ksb,Niger-Congo,Bantu
kyo,Kanyok,Africa,kny,Niger-Congo,Bantu
fio,Fiote,Africa,kng,Niger-Congo,Bantu
kon,Kongo,Africa,kng,Niger-Congo,Bantu
tks,Teke (Southern),Africa,kkw,Niger-Congo,Bantu
kgr,Kagulu,Africa,kki,Niger-Congo,Bantu
kin,Kinyarwanda,Africa,kin,Niger-Congo,Bantu
kik,Kikuyu,Africa,kik,Niger-Congo,Bantu
mkd,Makonde,Africa,kde,Niger-Congo,Bantu
kte,Kete,Africa,kcv,Niger-Congo,Bantu
kmi,Kami,Africa,kcu,Niger-Congo,Bantu
klz,Kalanga,Africa,kck,Niger-Congo,Bantu
kba,Kamba,Africa,kam,Niger-Congo,Bantu
ila,Ila,Africa,ilb,Niger-Congo,Bantu
ifm,Ifumu,Africa,ifm,Niger-Congo,Bantu
hol,Holoholo,Africa,hoo,Niger-Congo,Bantu
hnd,Hunde,Africa,hke,Niger-Congo,Bantu
her,Herero,Africa,her,Niger-Congo,Bantu
hem,Hemba,Africa,hem,Niger-Congo,Bantu
heh,Hehe,Africa,heh,Niger-Congo,Bantu
hya,Haya,Africa,hay,Niger-Congo,Bantu
gus,Gusii,Africa,guz,Niger-Congo,Bantu
eny,Enya,Africa,gey,Niger-Congo,Bantu
ewo,Ewondo,Africa,ewo,Niger-Congo,Bantu
eko,Ekoti,Africa,eko,Niger-Congo,Bantu
dua,Duala,Africa,dua,Niger-Congo,Bantu
dma,Duma,Africa,dma,Niger-Congo,Bantu
dng,Ding,Africa,diz,Niger-Congo,Bantu
dbd,Dabida,Africa,dav,Niger-Congo,Bantu
nko,Nkore-Kiga,Africa,cgg,Niger-Congo,Bantu
buk,Bukusu,Africa,bxk,Niger-Congo,Bantu
bbl,Babole,Africa,bvx,Niger-Congo,Bantu
bub,Bubi,Africa,bvb,Niger-Congo,Bantu
bdu,Budu,Africa,buu,Niger-Congo,Bantu
buw,Bulu,Africa,bum,Niger-Congo,Bantu
bsh,Bushoong,Africa,buf,Niger-Congo,Bantu
bku,Bakueri,Africa,bri,Niger-Congo,Bantu
brq,Bera,Africa,brf,Niger-Congo,Bantu
bob,Bobangi,Africa,bni,Niger-Congo,Bantu
bga,Benga,Africa,bng,Niger-Congo,Bantu
bol,Bolia,Africa,bli,Niger-Congo,Bantu
bia,Bila,Africa,bip,Niger-Congo,Bantu
bee,Beembe,Africa,beq,Niger-Congo,Bantu
bem,Bemba,Africa,bem,Niger-Congo,Bantu
bkn,Bakundu,Africa,bdu,Niger-Congo,Bantu
ldo,Londo,Africa,bdu,Niger-Congo,Bantu
bas,Basaá,Africa,bas,Niger-Congo,Bantu
tki,Tuki,Africa,bag,Niger-Congo,Bantu
aka,Aka,Africa,axk,Niger-Congo,Bantu
pre,Pare,Africa,asa,Niger-Congo,Bantu
awk,Akwa,Africa,akw,Niger-Congo,Bantu
leb,Lebeo,Africa,agh,Niger-Congo,Bantu
bnk,Bankon,Africa,abb,Niger-Congo,Bantu
awp,Awa Pit,South America,kwi,Barbacoan,Barbacoan
gmb,Guambiano,South America,gum,Barbacoan,Barbacoan
tsf,Tsafiki,South America,cof,Barbacoan,Barbacoan
cay,Cayapa,South America,cbi,Barbacoan,Barbacoan
mug,Bargam,Papunesia,mlp,Trans-New Guinea,Bargam
mti,Barí,South America,mot,Chibchan,Barí
mal,Malagasy,Africa,plt,Austronesian,Barito
olm,Oloh Mangtangai,Papunesia,nij,Austronesian,Barito
plp,Pulopetak,Papunesia,nij,Austronesian,Barito
myn,Ma'anyan,Papunesia,mhy,Austronesian,Barito
bqb,Basque (Bidasoa Valley),Eurasia,eus,Basque,Basque
bqg,Basque (Gernica),Eurasia,eus,Basque,Basque
bqh,Basque (Hondarribia),Eurasia,eus,Basque,Basque
bqi,Basque (Basaburua and Imoz),Eurasia,eus,Basque,Basque
bql,Basque (Lekeitio),Eurasia,eus,Basque,Basque
bqn,Basque (Northern High Navarrese),Eurasia,eus,Basque,Basque
bqo,Basque (Oñati),Eurasia,eus,Basque,Basque
bqr,Basque (Roncalese),Eurasia,eus,Basque,Basque
bqs,Basque (Sakana),Eurasia,eus,Basque,Basque
bqz,Basque (Zeberio),Eurasia,eus,Basque,Basque
bso,Basque (Souletin),Eurasia,eus,Basque,Basque
bsq,Basque,Eurasia,eus,Basque,Basque
ymi,Yami,Papunesia,tao,Austronesian,Batanic
iva,Ivatan,Papunesia,ivb,Austronesian,Batanic
non,Noni,Africa,nhu,Niger-Congo,Beboid
krw,Korowai,Papunesia,khe,Trans-New Guinea,Becking-Dawi
bej,Beja,Africa,bej,Afro-Asiatic,Beja
bco,Bella Coola,North America,blc,Salishan,Bella Coola
tok,Tarok,Africa,yer,Niger-Congo,Benue-Congo Plateau
fye,Fyem,Africa,pym,Niger-Congo,Benue-Congo Plateau
mdz,Mada (in Nigeria),Africa,mda,Niger-Congo,Benue-Congo Plateau
kgm,Kagoma,Africa,kdm,Niger-Congo,Benue-Congo Plateau
gwo,Gworok,Africa,kcg,Niger-Congo,Benue-Congo Plateau
jar,Izere,Africa,izr,Niger-Congo,Benue-Congo Plateau
bir,Birom,Africa,bom,Niger-Congo,Benue-Congo Plateau
beo,Beothuk,North America,bue,Beothuk,Beothuk
zen,Zenaga,Africa,zen,Afro-Asiatic,Berber
bma,Berber (Middle Atlas),Africa,tzm,Afro-Asiatic,Berber
tai,Tuareg (Air),Africa,thz,Afro-Asiatic,Berber
tgh,Tuareg (Ghat),Africa,thv,Afro-Asiatic,Berber
tug,Tuareg (Ahaggar),Africa,thv,Afro-Asiatic,Berber
tsk,Tamashek,Africa,taq,Afro-Asiatic,Berber
bsi,Berber (Siwa),Africa,siz,Afro-Asiatic,Berber
bch,Berber (Chaouia),Africa,shy,Afro-Asiatic,Berber
tas,Tashlhiyt,Africa,shi,Afro-Asiatic,Berber
brf,Berber (Rif),Africa,rif,Afro-Asiatic,Berber
bse,Berber (Ayt Seghrouchen Middle Atlas),Africa,rif,Afro-Asiatic,Berber
bou,Berber (Wargla),Africa,oua,Afro-Asiatic,Berber
bmz,Berber (Mzab),Africa,mzb,Afro-Asiatic,Berber
kbl,Kabyle,Africa,kab,Afro-Asiatic,Berber
bfg,Berber (Figuig),Africa,grr,Afro-Asiatic,Berber
ber,Berta,Africa,wti,Berta,Berta
bti,Betoi,South America,,Betoi,Betoi
try,Tiruray,Papunesia,tiy,Austronesian,Bilic
tbo,Tboli,Papunesia,tbl,Austronesian,Bilic
biq,Bilaan (Koronadal),Papunesia,bpr,Austronesian,Bilic
bil,Bilua,Papunesia,blb,Solomons East Papuan,Bilua
sue,Suena,Papunesia,sue,Trans-New Guinea,Binanderean
oro,Orokaiva,Papunesia,okv,Trans-New Guinea,Binanderean
krf,Korafe,Papunesia,kpr,Trans-New Guinea,Binanderean
bin,Binandere,Papunesia,bhg,Trans-New Guinea,Binanderean
brz,Birri,Africa,bvq,Central Sudanic,Birri
hdi,Hdi,Africa,xed,Afro-Asiatic,Biu-Mandara
uld,Uldeme,Africa,udl,Afro-Asiatic,Biu-Mandara
ter,Tera,Africa,ttr,Afro-Asiatic,Biu-Mandara
pod,Podoko,Africa,pbi,Afro-Asiatic,Biu-Mandara
mda,Mada (in Cameroon),Africa,mxu,Afro-Asiatic,Biu-Mandara
mgu,Musgu,Africa,mug,Afro-Asiatic,Biu-Mandara
mrg,Margi,Africa,mrt,Afro-Asiatic,Biu-Mandara
mbr,Mbara,Africa,mpk,Afro-Asiatic,Biu-Mandara
mof,Mofu-Gudur,Africa,mif,Afro-Asiatic,Biu-Mandara
lag,Lagwan,Africa,kot,Afro-Asiatic,Biu-Mandara
hna,Mina,Africa,hna,Afro-Asiatic,Biu-Mandara
lmg,Lamang,Africa,hia,Afro-Asiatic,Biu-Mandara
klb,Kilba,Africa,hbb,Afro-Asiatic,Biu-Mandara
gnd,Ga'anda,Africa,gqa,Afro-Asiatic,Biu-Mandara
giz,Giziga,Africa,gis,Afro-Asiatic,Biu-Mandara
gdr,Gidar,Africa,gid,Afro-Asiatic,Biu-Mandara
gdf,Guduf,Africa,gdf,Afro-Asiatic,Biu-Mandara
gud,Gude,Africa,gde,Afro-Asiatic,Biu-Mandara
dab,Daba,Africa,dbq,Afro-Asiatic,Biu-Mandara
bpa,Bura-Pabir,Africa,bwr,Afro-Asiatic,Biu-Mandara
bud,Buduma,Africa,bdm,Afro-Asiatic,Biu-Mandara
ban,Bana,Africa,bcw,Afro-Asiatic,Biu-Mandara
ktk,Kotoko,Africa,aal,Afro-Asiatic,Biu-Mandara
mlg,Malgwa,Africa,,Afro-Asiatic,Biu-Mandara
zim,Zimakani,Papunesia,zik,Trans-New Guinea,Boazi
boa,Boazi (Kuni),Papunesia,kvg,Trans-New Guinea,Boazi
she,Sherpa,Eurasia,xsr,Sino-Tibetan,Bodic
xns,Kanashi,Eurasia,xns,Sino-Tibetan,Bodic
tgl,Tshangla,Eurasia,tsj,Sino-Tibetan,Bodic
nyk,Nyamkad,Eurasia,tpq,Sino-Tibetan,Bodic
thk,Thakali,Eurasia,ths,Sino-Tibetan,Bodic
tam,Tamang (Eastern),Eurasia,taj,Sino-Tibetan,Bodic
spi,Spitian,Eurasia,spt,Sino-Tibetan,Bodic
tbx,Tangbe,Eurasia,skj,Sino-Tibetan,Bodic
skk,Sikkimese,Eurasia,sip,Sino-Tibetan,Bodic
tod,Tod,Eurasia,sbu,Sino-Tibetan,Bodic
mrc,Marchha,Eurasia,rnp,Sino-Tibetan,Bodic
joh,Johari,Eurasia,rgk,Sino-Tibetan,Bodic
prk,Purki,Eurasia,prx,Sino-Tibetan,Bodic
nph,Nar-Phu,Eurasia,npa,Sino-Tibetan,Bodic
nmm,Manange,Eurasia,nmm,Sino-Tibetan,Bodic
brl,Baragaunle,Eurasia,loy,Sino-Tibetan,Bodic
lho,Lhomi,Eurasia,lhm,Sino-Tibetan,Bodic
lad,Ladakhi,Eurasia,lbj,Sino-Tibetan,Bodic
tni,Tinani,Eurasia,lbf,Sino-Tibetan,Bodic
ptt,Pattani,Eurasia,lae,Sino-Tibetan,Bodic
khd,Kham (Dege),Eurasia,khg,Sino-Tibetan,Bodic
knz,Kham (Tibetan) (Nangchen),Eurasia,khg,Sino-Tibetan,Bodic
kgy,Kyirong,Eurasia,kgy,Sino-Tibetan,Bodic
knn,Kinnauri,Eurasia,kfk,Sino-Tibetan,Bodic
jad,Jad,Eurasia,jda,Sino-Tibetan,Bodic
drm,Darma,Eurasia,drd,Sino-Tibetan,Bodic
chn,Chantyal,Eurasia,chx,Sino-Tibetan,Bodic
chd,Chaudangsi,Eurasia,cdn,Sino-Tibetan,Bodic
rpa,Rang Pas,Eurasia,bod,Sino-Tibetan,Bodic
tdi,Tibetan (Dingri),Eurasia,bod,Sino-Tibetan,Bodic
tdr,Tibetan (Drokpa),Eurasia,bod,Sino-Tibetan,Bodic
tib,Tibetan (Standard Spoken),Eurasia,bod,Sino-Tibetan,Bodic
tis,Tibetan (Shigatse),Eurasia,bod,Sino-Tibetan,Bodic
tmo,Tibetan (Modern Literary),Eurasia,bod,Sino-Tibetan,Bodic
ghr,Bunan,Eurasia,bfu,Sino-Tibetan,Bodic
blt,Balti,Eurasia,bft,Sino-Tibetan,Bodic
bya,Byansi,Eurasia,bee,Sino-Tibetan,Bodic
amd,Amdo,Eurasia,adx,Sino-Tibetan,Bodic
amt,Amdo (Themchen),Eurasia,adx,Sino-Tibetan,Bodic
gur,Gurung,Eurasia,,Sino-Tibetan,Bodic
mbo,Monumbo,Papunesia,mxk,Bogia,Bogia
trn,Terêna,South America,ter,Arawakan,Bolivia-Parana
ign,Ignaciano,South America,ign,Arawakan,Bolivia-Parana
baq,Baure,South America,brg,Arawakan,Bolivia-Parana
big,Binga,Africa,yul,Central Sudanic,Bongo-Bagirmi
yul,Yulu,Africa,yul,Central Sudanic,Bongo-Bagirmi
ngm,Ngambay,Africa,sba,Central Sudanic,Bongo-Bagirmi
mby,Mbay,Africa,myb,Central Sudanic,Bongo-Bagirmi
mgq,Mango,Africa,mge,Central Sudanic,Bongo-Bagirmi
